AIA193,AIA211,HMI_m
2015-10-15T04-44-30.fits,2015-10-15T04-44-36.fits,2015-10-11T06-01-30.fits
2012-10-18T21-50-56.fits,2012-10-18T21-50-56.fits,2012-10-14T21-01-30.fits
2017-08-22T08-54-22.fits,2017-08-22T08-54-20.fits,2017-08-18T09-01-30.fits
2012-10-19T14-17-12.fits,2012-10-19T14-17-12.fits,2012-10-15T15-01-30.fits
2016-12-26T05-43-48.fits,2016-12-26T05-43-53.fits,2016-12-22T06-01-30.fits
2018-02-20T03-36-08.fits,2018-02-20T03-36-13.fits,2018-02-16T03-01-30.fits
2013-12-09T05-35-57.fits,2013-12-09T05-36-05.fits,2013-12-05T06-01-30.fits
2016-10-15T09-49-11.fits,2016-10-15T09-49-16.fits,2016-10-11T09-01-30.fits
2018-03-25T04-44-41.fits,2018-03-25T04-44-45.fits,2018-03-21T06-01-30.fits
2018-09-14T10-47-08.fits,2018-09-14T10-47-13.fits,2018-09-10T12-01-30.fits
2020-02-19T09-14-54.fits,2020-02-19T09-14-49.fits,2020-02-15T09-01-30.fits
2017-07-04T02-32-34.fits,2017-07-04T02-32-38.fits,2017-06-30T03-01-30.fits
2013-08-17T09-02-02.fits,2013-08-17T09-02-09.fits,2013-08-13T09-01-30.fits
2019-03-16T10-40-29.fits,2019-03-16T10-40-34.fits,2019-03-12T12-01-30.fits
2013-07-30T12-29-58.fits,2013-07-30T12-30-05.fits,2013-07-26T12-01-30.fits
2016-03-08T04-43-42.fits,2016-03-08T04-43-47.fits,2016-03-04T06-01-30.fits
2020-04-26T04-50-33.fits,2020-04-26T04-50-38.fits,2020-04-22T06-01-30.fits
2020-06-11T02-36-56.fits,2020-06-11T02-37-01.fits,2020-06-07T03-01-30.fits
2016-02-24T04-52-38.fits,2016-02-24T04-52-43.fits,2016-02-20T06-01-30.fits
2015-05-27T09-09-26.fits,2015-05-27T09-09-31.fits,2015-05-23T09-01-30.fits
2015-03-01T02-30-22.fits,2015-03-01T02-30-26.fits,2015-02-25T03-01-30.fits
2014-12-07T06-26-20.fits,2014-12-07T06-26-24.fits,2014-12-03T06-01-30.fits
2018-03-06T06-52-29.fits,2018-03-06T06-52-24.fits,2018-03-02T06-01-30.fits
2015-07-24T02-34-05.fits,2015-07-24T02-34-10.fits,2015-07-20T03-01-30.fits
2016-01-05T06-59-08.fits,2016-01-05T06-59-12.fits,2016-01-01T06-01-30.fits
2018-10-01T03-59-06.fits,2018-10-01T03-59-11.fits,2018-09-27T03-01-30.fits
2016-02-09T03-34-46.fits,2016-02-09T03-34-50.fits,2016-02-05T03-01-30.fits
2019-07-10T01-30-03.fits,2019-07-10T01-30-09.fits,2019-07-06T00-01-30.fits
2015-11-10T02-30-06.fits,2015-11-10T02-30-16.fits,2015-11-06T03-01-30.fits
2017-02-02T08-59-47.fits,2017-02-02T08-59-52.fits,2017-01-29T09-01-30.fits
2015-09-29T05-53-17.fits,2015-09-29T05-53-23.fits,2015-09-25T06-01-30.fits
2012-10-17T20-41-07.fits,2012-10-17T20-41-07.fits,2012-10-13T21-01-30.fits
2012-10-19T00-42-53.fits,2012-10-19T00-42-53.fits,2012-10-15T00-01-30.fits
2014-09-15T04-40-43.fits,2014-09-15T04-40-49.fits,2014-09-11T06-01-30.fits
2014-02-24T05-04-22.fits,2014-02-24T05-04-29.fits,2014-02-20T06-01-30.fits
2019-02-11T02-30-04.fits,2019-02-11T02-30-10.fits,2019-02-07T03-01-30.fits
2016-07-10T01-30-03.fits,2016-07-10T01-30-09.fits,2016-07-06T00-01-30.fits
2019-03-19T08-04-04.fits,2019-03-19T08-04-09.fits,2019-03-15T09-01-30.fits
2015-06-29T04-41-54.fits,2015-06-29T04-41-59.fits,2015-06-25T06-01-30.fits
2013-09-20T10-31-15.fits,2013-09-20T10-31-25.fits,2013-09-16T09-02-15.fits
2014-06-18T04-04-58.fits,2014-06-18T04-05-05.fits,2014-06-14T03-01-30.fits
2012-10-25T14-23-06.fits,2012-10-25T14-23-06.fits,2012-10-21T15-01-30.fits
2014-10-25T04-38-11.fits,2014-10-25T04-38-18.fits,2014-10-21T06-01-30.fits
2018-01-25T02-30-06.fits,2018-01-25T02-30-11.fits,2018-01-21T03-01-30.fits
2017-07-19T04-41-44.fits,2017-07-19T04-41-49.fits,2017-07-15T06-01-30.fits
2012-12-07T01-51-57.fits,2012-12-07T01-51-57.fits,2012-12-03T03-01-30.fits
2020-01-10T10-40-14.fits,2020-01-10T10-40-20.fits,2020-01-06T12-01-30.fits
2013-04-26T04-09-59.fits,2013-04-26T04-10-07.fits,2013-04-22T03-01-30.fits
2012-11-02T03-30-26.fits,2012-11-02T03-30-35.fits,2012-10-29T03-01-30.fits
2012-10-18T14-15-04.fits,2012-10-18T14-15-04.fits,2012-10-14T15-01-30.fits
2013-05-31T11-06-40.fits,2013-05-31T11-06-47.fits,2013-05-27T12-01-30.fits
2015-03-21T03-35-48.fits,2015-03-21T04-38-14.fits,2015-03-17T03-01-30.fits
2014-04-01T07-34-55.fits,2014-04-01T07-35-05.fits,2014-03-28T09-01-30.fits
2013-12-03T08-20-51.fits,2013-12-03T08-20-59.fits,2013-11-29T09-01-30.fits
2012-12-10T15-49-22.fits,2012-12-10T15-49-22.fits,2012-12-06T15-01-30.fits
2017-11-24T06-49-19.fits,2017-11-24T06-49-24.fits,2017-11-20T06-01-30.fits
2020-05-01T08-11-27.fits,2020-05-01T08-11-32.fits,2020-04-27T09-01-30.fits
2012-12-10T14-22-24.fits,2012-12-10T14-22-24.fits,2012-12-06T15-01-30.fits
2017-06-22T02-32-45.fits,2017-06-22T02-32-50.fits,2017-06-18T03-01-30.fits
2014-01-04T08-23-03.fits,2014-01-04T08-23-11.fits,2013-12-31T09-01-30.fits
2019-04-06T01-30-05.fits,2019-04-06T01-30-12.fits,2019-04-02T00-01-30.fits
2012-10-22T17-29-34.fits,2012-10-22T17-29-34.fits,2012-10-18T18-01-30.fits
2019-07-09T04-05-19.fits,2019-07-09T04-05-25.fits,2019-07-05T03-01-30.fits
2014-01-31T06-46-14.fits,2014-01-31T06-46-21.fits,2014-01-27T06-01-30.fits
2019-05-12T04-08-54.fits,2019-05-12T02-49-26.fits,2019-05-08T03-01-30.fits
2019-07-03T02-51-10.fits,2019-07-03T02-51-15.fits,2019-06-29T03-01-30.fits
2015-04-20T08-15-27.fits,2015-04-20T08-15-32.fits,2015-04-16T09-01-30.fits
2013-11-18T04-31-46.fits,2013-11-18T04-31-50.fits,2013-11-14T06-01-30.fits
2016-05-04T04-52-00.fits,2016-05-04T04-52-05.fits,2016-04-30T06-01-30.fits
2012-10-25T13-15-25.fits,2012-10-25T13-15-25.fits,2012-10-21T12-01-30.fits
2016-04-07T05-52-12.fits,2016-04-07T05-52-16.fits,2016-04-03T06-01-30.fits
2015-11-13T02-30-08.fits,2015-11-13T02-30-12.fits,2015-11-09T03-01-30.fits
2012-10-17T21-08-04.fits,2012-10-17T21-08-04.fits,2012-10-13T21-01-30.fits
2018-09-25T06-34-57.fits,2018-09-25T06-35-03.fits,2018-09-21T06-01-30.fits
2017-01-19T04-32-23.fits,2017-01-19T04-32-28.fits,2017-01-15T06-01-30.fits
2012-10-11T21-57-50.fits,2012-10-11T21-57-58.fits,2012-10-07T21-01-30.fits
2015-12-10T02-30-06.fits,2015-12-10T02-30-12.fits,2015-12-06T03-01-30.fits
2016-06-11T02-35-11.fits,2016-06-11T02-35-15.fits,2016-06-07T03-01-30.fits
2017-07-16T05-43-08.fits,2017-07-16T05-43-12.fits,2017-07-12T06-01-30.fits
2017-08-06T06-46-58.fits,2017-08-06T06-47-03.fits,2017-08-02T06-01-30.fits
2020-02-20T03-37-49.fits,2020-02-20T04-44-43.fits,2020-02-16T03-01-30.fits
2019-07-21T09-52-06.fits,2019-07-21T09-52-10.fits,2019-07-17T09-01-30.fits
2017-05-28T09-00-00.fits,2017-05-28T09-00-04.fits,2017-05-24T09-01-30.fits
2012-12-07T23-08-00.fits,2012-12-07T23-08-00.fits,2012-12-04T00-01-30.fits
2013-12-14T07-56-39.fits,2013-12-14T07-56-46.fits,2013-12-10T09-01-30.fits
2013-05-24T03-30-32.fits,2013-05-24T03-30-41.fits,2013-05-20T03-01-30.fits
2014-03-03T08-33-11.fits,2014-03-03T08-33-19.fits,2014-02-27T09-02-15.fits
2012-10-17T19-36-38.fits,2012-10-17T19-36-38.fits,2012-10-13T21-01-30.fits
2020-07-02T02-35-06.fits,2020-07-02T02-35-11.fits,2020-06-28T03-01-30.fits
2012-10-26T20-56-47.fits,2012-10-26T20-56-47.fits,2012-10-22T21-01-30.fits
2016-01-01T04-34-46.fits,2016-01-01T04-34-50.fits,2015-12-28T03-17-15.fits
2014-01-02T05-40-30.fits,2014-01-02T05-40-36.fits,2013-12-29T06-01-30.fits
2015-04-26T08-05-29.fits,2015-04-26T08-05-33.fits,2015-04-22T09-01-30.fits
2016-05-05T06-10-42.fits,2016-05-05T06-10-47.fits,2016-05-01T06-01-30.fits
2018-01-19T06-52-40.fits,2018-01-19T06-52-45.fits,2018-01-15T06-01-30.fits
2015-08-11T01-30-02.fits,2015-08-11T01-30-07.fits,2015-08-07T00-01-30.fits
2018-08-20T01-30-14.fits,2018-08-20T01-30-21.fits,2018-08-16T00-01-30.fits
2012-10-19T16-22-18.fits,2012-10-19T16-22-18.fits,2012-10-15T15-01-30.fits
2015-05-24T05-48-39.fits,2015-05-24T05-48-44.fits,2015-05-20T06-01-30.fits
2012-12-08T02-59-07.fits,2012-12-08T02-59-07.fits,2012-12-04T03-01-30.fits
2012-11-26T08-26-44.fits,2012-11-26T08-26-52.fits,2012-11-22T09-01-30.fits
2020-06-24T04-48-00.fits,2020-06-24T04-48-05.fits,2020-06-20T06-01-30.fits
2018-01-31T05-45-53.fits,2018-01-31T05-45-58.fits,2018-01-27T06-01-30.fits
2014-12-28T06-09-37.fits,2014-12-28T06-09-41.fits,2014-12-24T06-01-30.fits
2012-10-16T22-07-07.fits,2012-10-16T22-07-07.fits,2012-10-12T21-01-30.fits
2012-12-07T21-50-47.fits,2012-12-07T21-50-47.fits,2012-12-03T21-01-30.fits
2019-06-17T06-47-57.fits,2019-06-17T06-48-02.fits,2019-06-13T06-01-30.fits
2015-02-24T06-50-03.fits,2015-02-24T06-50-08.fits,2015-02-20T06-01-30.fits
2013-05-08T06-22-51.fits,2013-05-08T06-22-59.fits,2013-05-04T06-01-30.fits
2014-04-02T06-17-43.fits,2014-04-02T06-17-51.fits,2014-03-29T06-01-30.fits
2013-10-12T06-13-38.fits,2013-10-12T06-13-46.fits,2013-10-08T06-01-30.fits
2012-10-18T00-19-02.fits,2012-10-18T00-19-02.fits,2012-10-14T00-01-30.fits
2017-11-21T03-34-25.fits,2017-11-21T03-34-30.fits,2017-11-17T03-01-30.fits
2015-10-31T01-30-08.fits,2015-10-31T01-30-14.fits,2015-10-27T00-01-30.fits
2012-12-15T07-37-45.fits,2012-12-15T07-37-53.fits,2012-12-11T09-01-30.fits
2013-04-03T08-11-19.fits,2013-04-03T08-11-27.fits,2013-03-30T09-01-30.fits
2013-05-09T21-02-57.fits,2013-05-09T21-03-06.fits,2013-05-05T21-01-30.fits
2018-01-18T07-52-25.fits,2018-01-18T07-52-30.fits,2018-01-14T09-01-30.fits
2012-12-07T22-01-28.fits,2012-12-07T22-01-28.fits,2012-12-03T21-01-30.fits
2012-12-07T15-07-49.fits,2012-12-07T15-07-49.fits,2012-12-03T15-01-30.fits
2017-05-01T05-42-27.fits,2017-05-01T05-42-31.fits,2017-04-27T06-01-30.fits
2015-06-01T07-43-43.fits,2015-06-01T07-43-47.fits,2015-05-28T09-01-30.fits
2019-01-24T06-23-57.fits,2019-01-24T06-24-02.fits,2019-01-20T06-01-30.fits
2018-07-19T08-05-38.fits,2018-07-19T08-05-43.fits,2018-07-15T09-01-30.fits
2015-06-30T09-00-10.fits,2015-06-30T09-00-15.fits,2015-06-26T09-01-30.fits
2018-12-16T07-33-29.fits,2018-12-16T06-18-56.fits,2018-12-12T09-01-30.fits
2012-10-23T05-26-57.fits,2012-10-23T05-27-07.fits,2012-10-19T06-01-30.fits
2019-09-06T03-55-36.fits,2019-09-06T03-55-41.fits,2019-09-02T03-01-30.fits
2019-11-01T05-18-18.fits,2019-11-01T05-18-25.fits,2019-10-28T06-01-30.fits
2018-03-26T06-55-15.fits,2018-03-26T06-55-19.fits,2018-03-22T06-01-30.fits
2019-08-21T02-42-37.fits,2019-08-21T02-42-42.fits,2019-08-17T03-01-30.fits
2012-10-26T14-27-14.fits,2012-10-26T14-27-14.fits,2012-10-22T15-01-30.fits
2015-12-22T09-07-20.fits,2015-12-22T09-07-25.fits,2015-12-18T09-01-30.fits
2020-05-10T05-53-10.fits,2020-05-10T05-53-15.fits,2020-05-06T06-01-30.fits
2012-10-16T19-11-22.fits,2012-10-16T21-05-56.fits,2012-10-12T18-01-30.fits
2018-03-29T06-59-45.fits,2018-03-29T06-59-50.fits,2018-03-25T06-01-30.fits
2020-01-23T03-42-11.fits,2020-01-23T03-42-17.fits,2020-01-19T03-01-30.fits
2012-10-18T00-13-57.fits,2012-10-18T00-13-57.fits,2012-10-14T00-01-30.fits
2018-08-16T10-38-36.fits,2018-08-16T10-38-41.fits,2018-08-12T12-01-30.fits
2015-02-03T09-49-48.fits,2015-02-03T09-49-53.fits,2015-01-30T09-01-30.fits
2018-12-24T03-50-28.fits,2018-12-24T03-50-34.fits,2018-12-20T03-01-30.fits
2012-10-19T16-53-33.fits,2012-10-19T16-53-33.fits,2012-10-15T18-01-30.fits
2014-03-02T07-24-33.fits,2014-03-02T07-24-40.fits,2014-02-26T06-01-30.fits
2014-05-18T05-41-57.fits,2014-05-18T05-42-04.fits,2014-05-14T06-01-30.fits
2012-10-23T14-18-09.fits,2012-10-23T14-18-09.fits,2012-10-19T15-01-30.fits
2017-06-06T08-56-40.fits,2017-06-06T08-56-45.fits,2017-06-02T09-01-30.fits
2016-05-23T04-42-08.fits,2016-05-23T04-42-14.fits,2016-05-19T06-01-30.fits
2014-09-07T04-03-00.fits,2014-09-07T04-03-07.fits,2014-09-03T03-01-30.fits
2015-10-23T06-57-21.fits,2015-10-23T06-57-25.fits,2015-10-19T06-01-30.fits
2012-11-27T04-30-21.fits,2012-11-27T04-30-30.fits,2012-11-23T03-01-30.fits
2015-06-28T09-19-08.fits,2015-06-28T09-19-13.fits,2015-06-24T09-01-30.fits
2014-10-10T07-54-33.fits,2014-10-10T07-54-41.fits,2014-10-06T09-01-30.fits
2012-12-07T20-55-30.fits,2012-12-07T20-55-30.fits,2012-12-03T21-01-30.fits
2012-10-19T16-04-10.fits,2012-10-19T16-04-10.fits,2012-10-15T15-01-30.fits
2019-06-19T02-47-59.fits,2019-06-19T02-48-06.fits,2019-06-15T03-01-30.fits
2017-03-05T07-51-45.fits,2017-03-05T07-51-48.fits,2017-03-01T09-01-30.fits
2014-01-03T07-31-18.fits,2014-01-03T07-31-26.fits,2013-12-30T06-01-30.fits
2018-05-23T05-15-13.fits,2018-05-23T05-15-18.fits,2018-05-19T06-01-30.fits
2012-12-07T21-10-10.fits,2012-12-07T21-10-10.fits,2012-12-03T21-01-30.fits
2013-08-10T05-45-21.fits,2013-08-10T05-45-29.fits,2013-08-06T06-01-30.fits
2018-06-06T05-03-52.fits,2018-06-06T05-03-57.fits,2018-06-02T06-01-30.fits
2013-05-18T13-38-24.fits,2013-05-18T13-38-31.fits,2013-05-14T15-01-30.fits
2012-10-24T18-59-09.fits,2012-10-24T18-59-09.fits,2012-10-20T18-01-30.fits
2019-06-19T10-29-15.fits,2019-06-19T10-29-20.fits,2019-06-15T09-01-30.fits
2018-04-12T05-01-16.fits,2018-04-12T05-01-21.fits,2018-04-08T06-01-30.fits
2014-01-19T05-10-40.fits,2014-01-19T05-10-48.fits,2014-01-15T06-01-30.fits
2018-11-23T10-11-22.fits,2018-11-23T11-27-33.fits,2018-11-19T09-01-30.fits
2013-12-21T06-09-25.fits,2013-12-21T06-09-32.fits,2013-12-17T06-01-30.fits
2018-09-06T09-04-35.fits,2018-09-06T09-04-31.fits,2018-09-02T09-01-30.fits
2017-11-26T05-42-01.fits,2017-11-26T05-42-06.fits,2017-11-22T06-01-30.fits
2015-04-06T06-49-41.fits,2015-04-06T06-49-45.fits,2015-04-02T06-01-30.fits
2015-02-13T09-52-53.fits,2015-02-13T09-52-58.fits,2015-02-09T09-01-30.fits
2014-05-11T04-02-47.fits,2014-05-11T04-02-55.fits,2014-05-07T03-01-30.fits
2013-08-12T10-07-52.fits,2013-08-12T10-07-59.fits,2013-08-08T09-01-30.fits
2012-12-07T01-27-46.fits,2012-12-07T01-27-46.fits,2012-12-03T00-01-30.fits
2017-07-12T04-40-15.fits,2017-07-12T04-40-19.fits,2017-07-08T06-01-30.fits
2016-02-23T10-37-39.fits,2016-02-23T10-37-43.fits,2016-02-19T12-01-30.fits
2019-08-07T04-04-04.fits,2019-08-07T04-04-10.fits,2019-08-03T03-01-30.fits
2019-11-20T07-29-09.fits,2019-11-20T07-29-18.fits,2019-11-16T06-01-30.fits
2019-04-08T07-59-19.fits,2019-04-08T07-59-24.fits,2019-04-04T09-01-30.fits
2020-02-27T03-38-53.fits,2020-02-27T04-48-31.fits,2020-02-23T03-01-30.fits
2014-10-05T05-53-27.fits,2014-10-05T05-53-35.fits,2014-10-01T06-01-30.fits
2018-09-10T06-43-36.fits,2018-09-10T06-43-44.fits,2018-09-06T06-01-30.fits
2012-10-25T00-49-55.fits,2012-10-25T00-49-55.fits,2012-10-21T00-01-30.fits
2012-10-24T18-47-18.fits,2012-10-24T18-47-18.fits,2012-10-20T18-01-30.fits
2012-12-18T07-03-02.fits,2012-12-18T07-03-10.fits,2012-12-14T06-01-30.fits
2017-03-11T07-55-53.fits,2017-03-11T07-55-47.fits,2017-03-07T09-01-30.fits
2014-11-06T03-57-23.fits,2014-11-06T03-57-32.fits,2014-11-02T03-01-30.fits
2017-02-02T03-33-22.fits,2017-02-02T03-33-26.fits,2017-01-29T03-01-30.fits
2018-12-14T03-51-13.fits,2018-12-14T03-51-19.fits,2018-12-10T03-01-30.fits
2016-11-10T07-08-27.fits,2016-11-10T07-08-33.fits,2016-11-06T06-01-30.fits
2017-01-11T09-58-10.fits,2017-01-11T09-58-14.fits,2017-01-07T09-01-30.fits
2013-12-06T08-20-23.fits,2013-12-06T08-20-30.fits,2013-12-02T09-01-30.fits
2019-04-25T10-23-55.fits,2019-04-25T10-24-00.fits,2019-04-21T09-01-30.fits
2015-02-04T11-12-13.fits,2015-02-04T11-12-17.fits,2015-01-31T12-01-30.fits
2013-07-04T12-13-21.fits,2013-07-04T12-13-29.fits,2013-06-30T12-01-30.fits
2016-08-20T07-05-09.fits,2016-08-20T07-05-13.fits,2016-08-16T06-01-30.fits
2014-02-12T06-16-46.fits,2014-02-12T06-16-53.fits,2014-02-08T06-01-30.fits
2016-06-12T02-37-49.fits,2016-06-12T02-37-53.fits,2016-06-08T03-01-30.fits
2019-07-08T10-21-27.fits,2019-07-08T10-21-32.fits,2019-07-04T09-01-30.fits
2017-02-26T04-38-52.fits,2017-02-26T04-38-57.fits,2017-02-22T06-01-30.fits
2012-10-18T21-22-17.fits,2012-10-18T21-22-17.fits,2012-10-14T21-01-30.fits
2012-10-19T01-08-05.fits,2012-10-19T01-08-05.fits,2012-10-15T00-01-30.fits
2012-10-19T16-54-34.fits,2012-10-19T16-54-34.fits,2012-10-15T18-01-30.fits
2013-02-25T08-53-54.fits,2013-02-25T08-54-02.fits,2013-02-21T09-01-30.fits
2018-08-23T06-32-17.fits,2018-08-23T06-32-09.fits,2018-08-19T06-01-30.fits
2015-09-05T07-03-05.fits,2015-09-05T07-03-11.fits,2015-09-01T06-01-30.fits
2013-01-07T12-17-58.fits,2013-01-07T12-18-09.fits,2013-01-03T12-01-30.fits
2017-08-02T07-53-10.fits,2017-08-02T07-53-15.fits,2017-07-29T09-01-30.fits
2012-10-26T04-11-13.fits,2012-10-26T04-11-22.fits,2012-10-22T03-01-30.fits
2019-03-17T08-03-07.fits,2019-03-17T09-20-41.fits,2019-03-13T09-01-30.fits
2017-12-29T03-34-57.fits,2017-12-29T03-35-01.fits,2017-12-25T03-01-30.fits
2016-05-01T06-02-54.fits,2016-05-01T06-02-59.fits,2016-04-27T06-01-30.fits
2019-08-28T07-24-02.fits,2019-08-28T07-24-01.fits,2019-08-24T06-01-30.fits
2018-11-12T10-21-32.fits,2018-11-12T09-03-56.fits,2018-11-08T09-01-30.fits
2020-04-21T04-50-23.fits,2020-04-21T04-50-30.fits,2020-04-17T06-01-30.fits
2019-04-06T02-52-11.fits,2019-04-06T02-52-16.fits,2019-04-02T03-01-30.fits
2017-12-02T02-30-05.fits,2017-12-02T02-30-09.fits,2017-11-28T03-01-30.fits
2018-11-20T07-32-14.fits,2018-11-20T07-32-20.fits,2018-11-16T09-01-30.fits
2013-04-06T04-49-40.fits,2013-04-06T04-49-48.fits,2013-04-02T06-01-30.fits
2012-10-17T21-16-58.fits,2012-10-17T21-16-58.fits,2012-10-13T21-01-30.fits
2017-02-09T04-44-02.fits,2017-02-09T04-44-08.fits,2017-02-05T06-01-30.fits
2020-04-05T09-16-45.fits,2020-04-05T08-10-50.fits,2020-04-01T09-01-30.fits
2013-02-04T05-07-26.fits,2013-02-04T05-07-34.fits,2013-01-31T06-01-30.fits
2017-08-19T01-30-06.fits,2017-08-19T01-30-11.fits,2017-08-15T00-01-30.fits
2014-08-02T03-30-33.fits,2014-08-02T03-30-41.fits,2014-07-29T03-01-30.fits
2016-02-19T03-34-27.fits,2016-02-19T03-34-32.fits,2016-02-15T03-01-30.fits
2014-04-11T03-30-26.fits,2014-04-11T03-30-34.fits,2014-04-07T03-01-30.fits
2014-11-25T03-08-27.fits,2014-11-25T03-08-32.fits,2014-11-21T03-01-30.fits
2017-05-05T01-30-10.fits,2017-05-05T01-30-16.fits,2017-05-01T00-01-30.fits
2016-06-02T09-04-42.fits,2016-06-02T09-04-46.fits,2016-05-29T09-01-30.fits
2016-11-05T04-00-28.fits,2016-11-05T04-00-34.fits,2016-11-01T03-01-30.fits
2013-06-30T05-49-28.fits,2013-06-30T05-49-35.fits,2013-06-26T06-01-30.fits
2015-12-04T03-42-04.fits,2015-12-04T03-42-08.fits,2015-11-30T03-01-30.fits
2014-03-22T07-34-20.fits,2014-03-22T07-34-15.fits,2014-03-18T09-02-15.fits
2012-10-23T14-36-22.fits,2012-10-23T14-36-22.fits,2012-10-19T15-01-30.fits
2017-02-22T05-40-01.fits,2017-02-22T05-39-53.fits,2017-02-18T06-01-30.fits
2012-10-24T18-00-49.fits,2012-10-24T18-00-49.fits,2012-10-20T18-01-30.fits
2015-12-20T03-35-26.fits,2015-12-20T03-35-30.fits,2015-12-16T03-01-30.fits
2020-02-05T07-12-28.fits,2020-02-05T07-12-36.fits,2020-02-01T06-01-30.fits
2012-10-22T13-56-33.fits,2012-10-22T13-56-33.fits,2012-10-18T15-01-30.fits
2016-04-30T05-51-53.fits,2016-04-30T05-51-57.fits,2016-04-26T06-01-30.fits
2017-07-27T08-57-11.fits,2017-07-27T08-57-15.fits,2017-07-23T09-01-30.fits
2015-02-14T10-00-58.fits,2015-02-14T10-01-02.fits,2015-02-10T09-01-30.fits
2017-11-19T06-54-06.fits,2017-11-19T06-54-12.fits,2017-11-15T06-01-30.fits
2014-09-10T07-32-27.fits,2014-09-10T07-32-34.fits,2014-09-06T09-02-15.fits
2017-10-17T07-00-13.fits,2017-10-17T07-00-18.fits,2017-10-13T06-01-30.fits
2019-02-03T02-30-07.fits,2019-02-03T02-30-14.fits,2019-01-30T03-01-30.fits
2014-11-23T04-27-07.fits,2014-11-23T04-27-12.fits,2014-11-19T03-01-30.fits
2015-07-03T08-05-27.fits,2015-07-03T08-05-33.fits,2015-06-29T09-01-30.fits
2019-12-18T02-30-09.fits,2019-12-18T02-30-15.fits,2019-12-14T03-01-30.fits
2017-04-04T05-49-27.fits,2017-04-04T05-49-31.fits,2017-03-31T06-01-30.fits
2015-11-24T02-30-06.fits,2015-11-24T02-30-11.fits,2015-11-20T03-01-30.fits
2018-11-16T11-30-10.fits,2018-11-16T11-30-15.fits,2018-11-12T12-01-30.fits
2012-10-25T01-12-59.fits,2012-10-25T01-12-59.fits,2012-10-21T00-01-30.fits
2020-05-15T02-37-17.fits,2020-05-15T02-37-22.fits,2020-05-11T03-01-30.fits
2013-03-10T07-14-15.fits,2013-03-10T07-14-23.fits,2013-03-06T06-01-30.fits
2012-12-23T06-25-52.fits,2012-12-23T06-26-00.fits,2012-12-19T06-01-30.fits
2019-01-01T11-44-52.fits,2019-01-01T11-44-58.fits,2018-12-28T12-01-30.fits
2014-05-15T07-23-54.fits,2014-05-15T07-24-02.fits,2014-05-11T06-01-30.fits
2014-06-14T05-43-20.fits,2014-06-14T05-43-26.fits,2014-06-10T06-01-30.fits
2012-10-19T16-28-06.fits,2012-10-19T16-28-06.fits,2012-10-15T15-01-30.fits
2013-07-06T03-30-31.fits,2013-07-06T03-30-40.fits,2013-07-02T03-01-30.fits
2017-10-17T04-42-33.fits,2017-10-17T04-42-37.fits,2017-10-13T06-01-30.fits
2018-08-18T01-30-10.fits,2018-08-18T02-45-34.fits,2018-08-14T00-01-30.fits
2017-09-04T06-40-15.fits,2017-09-04T06-40-12.fits,2017-08-31T06-01-30.fits
2012-12-07T15-33-25.fits,2012-12-07T15-33-25.fits,2012-12-03T15-01-30.fits
2017-10-22T04-11-49.fits,2017-10-22T04-11-55.fits,2017-10-18T03-01-30.fits
2016-03-07T03-35-07.fits,2016-03-07T03-35-12.fits,2016-03-03T03-01-30.fits
2013-10-25T04-37-12.fits,2013-10-25T04-37-19.fits,2013-10-21T06-01-30.fits
2017-06-24T06-48-06.fits,2017-06-24T06-48-10.fits,2017-06-20T06-01-30.fits
2015-05-24T02-34-26.fits,2015-05-24T02-34-31.fits,2015-05-20T03-01-30.fits
2019-06-10T08-02-25.fits,2019-06-10T08-02-30.fits,2019-06-06T09-01-30.fits
2012-12-07T20-44-36.fits,2012-12-07T20-44-36.fits,2012-12-03T21-01-30.fits
2013-08-27T05-43-51.fits,2013-08-27T05-43-58.fits,2013-08-23T06-01-30.fits
2016-04-24T06-00-21.fits,2016-04-24T06-00-26.fits,2016-04-20T06-01-30.fits
2017-06-02T04-42-54.fits,2017-06-02T04-42-59.fits,2017-05-29T06-01-30.fits
2013-11-04T08-18-37.fits,2013-11-04T08-18-45.fits,2013-10-31T09-01-30.fits
2015-09-30T06-51-44.fits,2015-09-30T06-51-49.fits,2015-09-26T06-01-30.fits
2016-09-08T08-37-26.fits,2016-09-08T08-37-33.fits,2016-09-04T09-01-30.fits
2015-09-17T09-36-14.fits,2015-09-17T09-36-20.fits,2015-09-13T09-02-15.fits
2012-10-25T14-12-43.fits,2012-10-25T14-12-43.fits,2012-10-21T15-01-30.fits
2017-04-22T04-42-02.fits,2017-04-22T04-42-06.fits,2017-04-18T06-01-30.fits
2019-11-16T06-49-19.fits,2019-11-16T06-49-25.fits,2019-11-12T06-01-30.fits
2015-01-19T06-08-02.fits,2015-01-19T06-08-06.fits,2015-01-15T06-01-30.fits
2014-11-25T02-31-10.fits,2014-11-25T02-31-15.fits,2014-11-21T03-01-30.fits
2018-01-06T03-35-19.fits,2018-01-06T03-35-24.fits,2018-01-02T03-01-30.fits
2015-07-19T03-36-43.fits,2015-07-19T03-36-47.fits,2015-07-15T03-01-30.fits
2015-02-01T07-26-07.fits,2015-02-01T07-26-13.fits,2015-01-28T06-01-30.fits
2016-04-29T04-50-31.fits,2016-04-29T04-50-36.fits,2016-04-25T06-01-30.fits
2012-10-23T00-56-45.fits,2012-10-23T00-56-45.fits,2012-10-19T00-01-30.fits
